id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/20/id,qualifier/20/qualifierId
2458625881,592,61,2,71,36,af91jdcs6x0bqkmdb78rokod2,1,7.8,55.1,2022-09-11T11:58:24.564Z,2022-09-11T18:22:11Z,3772925311,56,Back,3774513051,21,,3774513053,178,,,,,,,,,,,,,,,,,74g3ef24ctcgw1kee77d3acr8,F. Afena-Gyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458625909,593,49,2,71,37,af91jdcs6x0bqkmdb78rokod2,1,3.8,47.6,2022-09-11T11:58:25.685Z,2022-09-11T18:22:17Z,,,,,,,,,,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458625955,594,12,2,71,38,af91jdcs6x0bqkmdb78rokod2,1,3.8,47.6,2022-09-11T11:58:26.220Z,2022-09-11T18:22:24Z,3772925625,141,95.3,3772925621,56,Left,3772925623,140,52.2,3772925629,213,0.6,3772925627,212,60.3,3774513815,178,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458625997,691,49,2,71,44,e75syeuawg3ql8nwpi3vr2btz,1,52.5,5,2022-09-11T11:58:32.590Z,2022-09-11T18:22:32Z,,,,,,,,,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626107,692,2,2,71,49,e75syeuawg3ql8nwpi3vr2btz,1,53.6,4.9,2022-09-11T11:58:37.708Z,2022-09-11T18:22:38Z,3774514707,178,,3772926319,140,86.8,3772926317,56,Center,3772926321,141,71.9,3772927891,7,n62gu1fztuvojijr41hyetw5,3772926327,1,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626169,596,55,2,71,49,af91jdcs6x0bqkmdb78rokod2,1,18.2,55.7,2022-09-11T11:58:37.709Z,2022-09-11T18:22:38Z,,,,,,,,,,,,,,,,,,,,,,,,,360knvg4k1yywxnb8o1mlyggl,V. Chiricheș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626179,693,43,2,71,55,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T11:58:43.085Z,2022-09-11T11:59:09Z,3772926683,140,85.4,3772926681,56,Center,3772926685,141,28.3,3772927821,144,1,3772926687,212,29.7,3772926689,213,4.7,3772926679,3,0,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626203,694,43,2,71,57,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T11:58:44.986Z,2022-09-11T11:59:07Z,3772926787,286,0,3772927749,144,44,3772926785,56,Center,,,,,,,,,,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626147,595,43,2,71,57,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-11T11:58:44.987Z,2022-09-11T11:59:06Z,3772927703,144,44,3772926799,233,694,3772926505,285,0,3772926503,56,Back,,,,,,,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626225,695,43,2,72,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T11:58:48.493Z,2022-09-11T11:59:05Z,3772926903,140,87.4,3772926907,141,33.7,3772926889,7,497894,3772927693,144,2,3772926897,56,Center,3772926891,3,0,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626493,597,1,2,72,21,af91jdcs6x0bqkmdb78rokod2,0,13,39.1,2022-09-11T11:59:09.469Z,2022-09-11T18:22:44Z,3774515169,178,,3772928013,5,,3772928015,157,,3772928029,1,,3772928027,213,0.2,3772928017,241,,3772928019,56,Center,3772928025,212,55.0,6wplm29z7qxxmujyc2ml19gix,I. Radu,3772928021,140,63.9,3772928023,141,,,,,,,,,,,,,57.9,,,,,,,,,,,,,,,,,,,,,
2458626509,696,44,2,72,25,e75syeuawg3ql8nwpi3vr2btz,1,35.4,41.6,2022-09-11T11:59:13.224Z,2022-09-11T18:54:47Z,3772928111,233,598,3772928093,285,,3772928091,56,Back,,,,,,,,,,,,,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626497,598,44,2,72,25,af91jdcs6x0bqkmdb78rokod2,0,64.6,58.4,2022-09-11T11:59:13.225Z,2022-09-11T18:22:50Z,3772928045,286,,3772928043,56,Center,3772928119,233,696,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626531,697,1,2,72,25,e75syeuawg3ql8nwpi3vr2btz,1,34.9,41.2,2022-09-11T11:59:13.258Z,2022-09-11T18:54:47Z,3772928163,140,44.9,3772928165,141,33.7,3772928169,213,5.8,3772928167,212,11.7,3772928161,56,Back,3772928159,3,,3774515831,388,,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626535,698,49,2,72,27,e75syeuawg3ql8nwpi3vr2btz,1,45,32.9,2022-09-11T11:59:15.056Z,2022-09-11T18:23:08Z,,,,,,,,,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626557,699,1,2,72,27,e75syeuawg3ql8nwpi3vr2btz,1,45,32.9,2022-09-11T11:59:15.109Z,2022-09-11T18:23:16Z,3772928267,212,12.7,3772928269,213,4.6,3772928259,155,,3772928265,141,14.3,3772928261,56,Back,3772928263,140,43.5,3774517285,178,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626697,700,1,2,72,30,e75syeuawg3ql8nwpi3vr2btz,1,47.5,7,2022-09-11T11:59:18.028Z,2022-09-11T18:23:24Z,3772928953,56,Right,3772928951,155,,3772928955,140,60.5,3772928961,213,6.3,3772928959,212,13.7,3772928957,141,6.8,3774517755,178,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626747,701,4,2,72,41,e75syeuawg3ql8nwpi3vr2btz,1,83.7,3,2022-09-11T11:59:29.795Z,2022-09-11T18:23:31Z,3772929137,56,Right,3772929139,152,,3772929141,265,,3772929143,286,,3772929135,13,,3772929217,233,599,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458626749,599,4,2,72,41,af91jdcs6x0bqkmdb78rokod2,0,16.3,97,2022-09-11T11:59:29.796Z,2022-09-11T18:23:31Z,3772929157,285,,3772929149,13,,3772929225,233,701,3774518249,178,,3772929155,265,,3772929153,152,,3772929151,56,Back,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458627371,702,1,2,73,39,e75syeuawg3ql8nwpi3vr2btz,1,80.8,2.8,2022-09-11T12:00:27.413Z,2022-09-11T18:23:56Z,3772932059,212,32.6,3772932057,141,46.7,3772932047,155,,3773763891,72,,3772937623,24,,3772932055,140,93.2,3772932043,5,,3772932053,56,Center,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,3772932061,213,1.2,3773763889,223,3772937621,154,,3772932051,152,,3772932041,2,3774518837,178,,,,,3772932063,1,3772937619,210,16,,,,,,,,,,,,,1,,
2458627377,703,16,2,73,41,e75syeuawg3ql8nwpi3vr2btz,1,91,43.9,2022-09-11T12:00:29.183Z,2022-09-11T18:23:57Z,3772937651,29,,3772937665,230,99.0,3772936199,375,73:40.605,3774519533,388,,3772936193,328,,3772937655,133,,3773766305,395,1.2,3772936189,15,,n62gu1fztuvojijr41hyetw5,M. Demiral,3772936187,24,,3772937661,102,3772937649,78,,3772937663,103,,3772937667,231,3772932077,17,,48.2,49.8,2.5,3772932079,56,3772936195,374,2022-09-11 13:00:28.528,Center,3772937653,154,3773766307,396,50.9,,3772937657,55,702,,,,,
2458628453,600,1,2,74,57,af91jdcs6x0bqkmdb78rokod2,1,49.9,50,2022-09-11T12:01:45.233Z,2022-09-11T18:24:05Z,3774520023,178,,3772937021,212,8.2,3772937025,213,3.0,3772937019,141,51.6,3772937029,279,G,3772937013,56,Back,3772937015,140,42.2,,,,74g3ef24ctcgw1kee77d3acr8,F. Afena-Gyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628473,601,1,2,74,59,af91jdcs6x0bqkmdb78rokod2,1,42.2,53,2022-09-11T12:01:47.249Z,2022-09-11T18:24:09Z,3774520223,178,,3772937137,140,31.6,3772937139,141,63.4,3772937143,213,2.6,3772937135,56,Back,3772937141,212,13.2,,,,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628547,602,1,2,75,0,af91jdcs6x0bqkmdb78rokod2,1,32.1,62.7,2022-09-11T12:01:48.834Z,2022-09-11T18:30:12Z,3772937511,141,48.5,3772937515,213,4.3,3772937513,212,10.7,3774540257,178,,3772937507,56,Back,3772937509,140,27.7,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628551,603,50,2,75,3,af91jdcs6x0bqkmdb78rokod2,1,26.5,53.7,2022-09-11T12:01:51.071Z,2022-09-11T18:30:46Z,3772937535,285,,3772937533,56,Back,3772937851,233,704,,,,,,,,,,,,,,,,360knvg4k1yywxnb8o1mlyggl,V. Chiricheș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628613,704,7,2,75,3,e75syeuawg3ql8nwpi3vr2btz,1,73.5,46.3,2022-09-11T12:01:51.164Z,2022-09-11T18:30:53Z,3772937815,56,Center,3773771067,383,,3772937817,286,,3774540581,178,,3772937831,233,603,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458943645,1148,43,2,75,3,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T12:01:51.325Z,2022-09-11T18:52:00Z,3774621839,178,0,3774622415,144,82,,,,,,,,,,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458951205,1156,43,2,75,4,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T12:01:52.822Z,2022-09-11T20:27:59Z,3774959183,144,67,3774667469,233,887,,,,,,,,,,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458951201,887,43,2,75,4,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-11T12:01:52.823Z,2022-09-11T20:27:59Z,3774667475,233,1156,3774959157,144,67,,,,,,,,,,,,,,,,,,,360knvg4k1yywxnb8o1mlyggl,V. Chiricheș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628627,705,1,2,75,4,e75syeuawg3ql8nwpi3vr2btz,1,74.3,41.9,2022-09-11T12:01:52.893Z,2022-09-11T18:30:59Z,3774543757,178,,3772937879,212,2.1,3772937877,141,39.2,3772937881,213,4.2,3772937875,140,73.3,3772937873,56,Center,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628629,706,49,2,75,6,e75syeuawg3ql8nwpi3vr2btz,1,73.3,39.2,2022-09-11T12:01:54.686Z,2022-09-11T18:31:06Z,,,,,,,,,,,,,,,,,,,,,,,,,8d04q3yp2kouwog0lj0s7ew2x,A. Lookman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628635,707,1,2,75,6,e75syeuawg3ql8nwpi3vr2btz,0,73.3,39.2,2022-09-11T12:01:54.702Z,2022-09-11T18:31:12Z,3774544773,178,,3772937907,212,8.0,3772937909,213,1.2,3772937903,141,50.3,3772937895,56,Center,3772937899,140,75.8,,,,,,,8d04q3yp2kouwog0lj0s7ew2x,A. Lookman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628593,604,61,2,75,6,af91jdcs6x0bqkmdb78rokod2,1,25.1,53.6,2022-09-11T12:01:54.895Z,2022-09-11T18:31:18Z,3774545261,178,,3772937731,56,Back,,,,,,,,,,,,,,,,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628667,708,50,2,75,12,e75syeuawg3ql8nwpi3vr2btz,1,89.1,69.6,2022-09-11T12:02:00.441Z,2022-09-11T18:32:17Z,3772938061,286,,3772938051,56,Center,3772938221,233,605,,,,,,,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628685,605,7,2,75,12,af91jdcs6x0bqkmdb78rokod2,0,10.9,30.4,2022-09-11T12:02:00.463Z,2022-09-11T18:32:22Z,3774549813,178,,3773774867,385,,3772938125,56,Back,3772938127,285,,3772938197,233,708,,,,,,,,,,360knvg4k1yywxnb8o1mlyggl,V. Chiricheș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458631759,735,61,2,75,12,e75syeuawg3ql8nwpi3vr2btz,1,88.6,72.3,2022-09-11T12:02:00.666Z,2022-09-11T18:32:25Z,3774550017,178,,3772951953,56,Center,,,,,,,,,,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628697,606,49,2,75,13,af91jdcs6x0bqkmdb78rokod2,1,9.1,17,2022-09-11T12:02:01.385Z,2022-09-11T18:32:30Z,,,,,,,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628745,607,1,2,75,15,af91jdcs6x0bqkmdb78rokod2,0,10.2,13.4,2022-09-11T12:02:03.240Z,2022-09-11T18:32:38Z,3772938397,155,,3772938399,56,Right,3772938409,1,,3772938407,213,0.0,3774550949,178,,3772938401,140,54.4,3772938403,141,13.5,3772938405,212,46.4,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628805,709,1,2,75,18,e75syeuawg3ql8nwpi3vr2btz,1,44.6,79.1,2022-09-11T12:02:06.621Z,2022-09-11T18:32:41Z,3772938669,140,63.7,3774551175,388,,3772938667,56,Left,3772938675,213,0.6,3772938673,212,23.6,3772938671,141,97.5,3772938665,3,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628817,710,49,2,75,21,e75syeuawg3ql8nwpi3vr2btz,1,63,96.2,2022-09-11T12:02:09.846Z,2022-09-11T18:32:46Z,,,,,,,,,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628823,711,1,2,75,22,e75syeuawg3ql8nwpi3vr2btz,0,63,96.2,2022-09-11T12:02:10.649Z,2022-09-11T18:32:51Z,3772938763,233,608,3772938731,141,94.4,3772938729,140,63.6,3772938727,56,Left,3772938767,286,,3772938761,236,,3772938735,213,5.2,3774551721,178,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,3772938733,212,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628811,608,74,2,75,22,af91jdcs6x0bqkmdb78rokod2,1,32.5,3.8,2022-09-11T12:02:10.916Z,2022-09-11T18:32:53Z,3772938701,285,,3772938791,233,711,3774551851,178,,3772938699,56,Back,,,,,,,,,,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628829,609,5,2,75,23,af91jdcs6x0bqkmdb78rokod2,0,37.8,-1.6,2022-09-11T12:02:11.416Z,2022-09-11T18:32:57Z,3772938753,56,Back,3772938755,347,,3772938941,233,712,,,,,,,,,,,,,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628853,712,5,2,75,23,e75syeuawg3ql8nwpi3vr2btz,1,62.2,101.6,2022-09-11T12:02:11.416Z,2022-09-11T18:32:57Z,3772938873,56,Left,3772938913,233,609,3772938877,347,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628887,713,43,2,75,30,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T12:02:17.994Z,2022-09-11T12:02:22Z,3772939351,144,1,3772939069,140,60.1,3772939067,56,Left,3772939075,213,3.1,3772939073,212,0,3772939071,141,100.0,3772939065,3,0,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458628897,714,43,2,75,30,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T12:02:18.156Z,2022-09-11T12:02:21Z,3772939245,144,5,3772939101,56,Left,3772939103,347,0,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629101,715,1,2,75,41,e75syeuawg3ql8nwpi3vr2btz,1,60.6,100,2022-09-11T12:02:28.923Z,2022-09-11T18:33:03Z,3772940103,213,5.8,3772940101,212,13.4,3772940093,107,,3772940095,56,Left,3772940097,140,72.0,3772940099,141,92.1,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458951715,1164,43,2,75,42,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T12:02:30.758Z,2022-09-11T19:07:08Z,3774670843,144,82,3774670637,178,0,,,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629169,716,1,2,75,42,e75syeuawg3ql8nwpi3vr2btz,1,74.6,91.8,2022-09-11T12:02:30.857Z,2022-09-11T18:33:12Z,3774553371,178,,3772940407,140,73.9,3772940409,141,94.2,3772940405,56,Left,3772940413,213,2.0,3772940411,212,1.8,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629177,717,50,2,75,48,e75syeuawg3ql8nwpi3vr2btz,1,85.4,96.8,2022-09-11T12:02:36.488Z,2022-09-11T18:33:19Z,3772940453,56,Left,3772940455,286,,3772940615,233,610,,,,,,,,,,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629197,610,7,2,75,48,af91jdcs6x0bqkmdb78rokod2,1,14.6,3.2,2022-09-11T12:02:36.692Z,2022-09-11T18:33:21Z,3772940545,56,Back,3772940551,285,,3772940603,233,717,3774554017,178,,3773777835,383,,,,,,,,,,,82bv9aeqvp712ut0n0kwkpskp,L. Zanimacchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629205,611,49,2,75,50,af91jdcs6x0bqkmdb78rokod2,1,12.3,3.8,2022-09-11T12:02:38.135Z,2022-09-11T18:33:23Z,,,,,,,,,,,,,,,,,,,,,,,,,82bv9aeqvp712ut0n0kwkpskp,L. Zanimacchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458952093,898,43,2,75,51,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-11T12:02:39.567Z,2022-09-11T19:07:43Z,3774673281,144,82,3774672555,178,0,,,,,,,,,,,,,,,,,,,82bv9aeqvp712ut0n0kwkpskp,L. Zanimacchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629245,612,1,2,75,51,af91jdcs6x0bqkmdb78rokod2,1,12.8,9.2,2022-09-11T12:02:39.687Z,2022-09-11T18:33:27Z,3772940755,213,0.9,3772940751,141,13.7,3772940753,212,4.0,3772940749,140,15.2,3772940747,56,Back,3774554487,178,,,,,,,,82bv9aeqvp712ut0n0kwkpskp,L. Zanimacchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629275,613,1,2,75,52,af91jdcs6x0bqkmdb78rokod2,1,15.2,13.7,2022-09-11T12:02:40.477Z,2022-09-11T18:33:31Z,3772940845,140,9.3,3772940851,213,2.6,3772940843,56,Back,3772940847,141,18.9,3772940849,212,7.1,3774554733,178,,,,,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629329,614,1,2,75,53,af91jdcs6x0bqkmdb78rokod2,0,9.5,18.8,2022-09-11T12:02:41.589Z,2022-09-11T18:33:36Z,3774555111,178,,3772941087,213,6.1,3772941643,155,,3772941089,1,,3772941079,56,Right,3772941085,212,47.7,3772941083,141,7.0,3772941081,140,54.3,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629355,718,44,2,75,57,e75syeuawg3ql8nwpi3vr2btz,1,43.4,87.4,2022-09-11T12:02:45.051Z,2022-09-11T18:54:47Z,3772941183,285,,3772941181,56,Back,3772941189,233,615,,,,,,,,,,,,,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629333,615,44,2,75,57,af91jdcs6x0bqkmdb78rokod2,0,56.6,12.6,2022-09-11T12:02:45.052Z,2022-09-11T18:33:43Z,3772941105,286,,3772941103,56,Right,3772941225,233,718,,,,,,,,,,,,,,,,74g3ef24ctcgw1kee77d3acr8,F. Afena-Gyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629387,719,1,2,75,57,e75syeuawg3ql8nwpi3vr2btz,1,41.3,81.9,2022-09-11T12:02:45.123Z,2022-09-11T18:54:48Z,3774555769,388,,3772941363,213,0.4,3772941357,140,61.5,3772941359,141,93.8,3772941355,56,Left,3772941353,3,,3772941361,212,22.7,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458952321,1171,43,2,75,59,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T12:02:47.799Z,2022-09-11T19:07:57Z,3774674091,144,82,3774674013,178,0,,,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629393,720,49,2,75,59,e75syeuawg3ql8nwpi3vr2btz,1,59.4,94.8,2022-09-11T12:02:47.824Z,2022-09-11T18:33:54Z,,,,,,,,,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629405,721,61,2,76,0,e75syeuawg3ql8nwpi3vr2btz,0,59.4,94.8,2022-09-11T12:02:48.746Z,2022-09-11T18:34:02Z,3774556707,178,,3772941431,56,Left,,,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629445,616,5,2,76,2,af91jdcs6x0bqkmdb78rokod2,1,42.6,-0.8,2022-09-11T12:02:50.109Z,2022-09-11T18:34:04Z,3772941649,233,722,3772941619,347,,3772941617,56,Back,,,,,,,,,,,,,,,,74g3ef24ctcgw1kee77d3acr8,F. Afena-Gyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629415,722,5,2,76,2,e75syeuawg3ql8nwpi3vr2btz,0,57.4,100.8,2022-09-11T12:02:50.109Z,2022-09-11T18:34:05Z,3772941493,56,Left,3772941495,347,,3772941657,233,616,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629949,723,18,2,76,37,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T12:03:25.863Z,2022-09-11T18:34:06Z,3772943877,59,11,3772943913,55,724,3772943873,42,,3772943875,44,Midfielder,,,,,,,,,,,,,8d04q3yp2kouwog0lj0s7ew2x,A. Lookman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458629951,724,19,2,76,37,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-09-11T12:03:25.864Z,2022-09-11T18:34:07Z,3772943897,55,723,3772943889,59,88,3772943887,145,11,3772943883,42,,3772943895,44,Forward,3772943891,292,8,3772943893,293,1,,,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
