id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/16/value
2497498907,830,45,2,78,53,547zzwqbiugzphhnrhj3z5k5i,0,37.7,83.6,2023-01-14T21:25:54.750Z,2023-01-15T10:48:19Z,3978585033,285,,3978585059,233,706,3978585031,56,Back,,,,,,,,,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497498903,707,3,2,78,54,89xivtxk59uzvhdsd6miao6tm,0,66.7,25.8,2023-01-14T21:25:56.174Z,2023-01-19T19:01:10Z,3978585011,286,,3978585151,233,831,3978585007,56,Center,3984927399,464,,3979100935,178,,,,,,,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497498925,831,7,2,78,54,547zzwqbiugzphhnrhj3z5k5i,1,33.3,74.2,2023-01-14T21:25:56.231Z,2023-01-15T10:48:18Z,3978585127,56,Back,3979100981,178,,3978982185,384,,3978585133,233,707,3978585129,285,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497498929,832,49,2,78,56,547zzwqbiugzphhnrhj3z5k5i,1,37.6,43.8,2023-01-14T21:25:58.264Z,2023-01-15T10:48:17Z,,,,,,,,,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497604475,1300,83,2,78,57,89xivtxk59uzvhdsd6miao6tm,1,64,61.2,2023-01-14T21:25:59.055Z,2023-01-15T10:48:16Z,3979139231,399,55250,,,,,,,,,,,,,,,,,,,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497498943,833,1,2,78,57,547zzwqbiugzphhnrhj3z5k5i,1,35.9,38.6,2023-01-14T21:25:59.092Z,2023-01-15T10:48:16Z,3978585197,140,21.1,3978585199,141,24.0,3978585201,212,18.4,3978585195,56,Back,3978585203,213,3.7,3979101253,178,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497498965,834,1,2,79,1,547zzwqbiugzphhnrhj3z5k5i,1,27,15.6,2023-01-14T21:26:02.365Z,2023-01-15T10:48:15Z,3978585317,141,33.4,3978585313,56,Back,3979101361,178,,3978585319,212,14.2,3978585315,140,20.0,3978585321,213,2.1,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497498977,835,1,2,79,4,547zzwqbiugzphhnrhj3z5k5i,0,24.5,34.4,2023-01-14T21:26:06.123Z,2023-01-15T10:48:14Z,3978585357,56,Back,3978585365,213,1.0,3979101423,178,,3978585359,140,46.9,3978585361,141,85.1,3978585355,155,,3978585367,1,,3978585363,212,41.7,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497498987,712,61,2,79,7,89xivtxk59uzvhdsd6miao6tm,1,49.6,16.2,2023-01-14T21:26:08.679Z,2023-01-15T10:48:13Z,3979101515,15,,3979101517,388,,3978585409,56,Back,,,,,,,,,,,,,,,,c8m4ox6n1v89qbbjq73s5ezmx,A. Preciado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499057,836,1,2,79,14,547zzwqbiugzphhnrhj3z5k5i,1,83.5,67.8,2023-01-14T21:26:15.569Z,2023-01-15T10:48:11Z,3978585679,141,74.4,3978626767,213,0.4,3978585677,140,95.0,3979101583,178,,3978626765,212,12.9,3978585675,56,Center,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497506189,982,1,2,79,15,547zzwqbiugzphhnrhj3z5k5i,0,96.5,66,2023-01-14T21:26:17.265Z,2023-01-15T10:48:11Z,3978627151,141,52.1,3979101637,178,,3978627153,212,9.8,3978627155,213,5.0,3978627147,140,98.8,3978627143,56,Center,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499095,714,52,2,79,17,89xivtxk59uzvhdsd6miao6tm,1,1.3,45.4,2023-01-14T21:26:18.419Z,2023-01-15T10:48:11Z,3979101755,178,,3978983937,376,,,,,,,,,,,,,,,,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499053,713,43,2,79,19,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T21:26:21.207Z,2023-01-14T21:26:26Z,3978585801,144,52,,,,,,,,,,,,,,,,,,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499061,837,43,2,79,20,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:26:21.368Z,2023-01-14T21:26:38Z,3978585695,56,Center,3978585691,22,0,3978585693,65,0,3978586151,144,39,3978585701,249,0,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497630567,1497,27,2,80,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T21:27:01.593Z,2023-01-15T11:27:09Z,3979272255,40,,3979272253,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497631113,1739,27,2,80,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:27:01.595Z,2023-01-15T11:27:07Z,3979275105,201,,3979275107,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497630881,1738,43,2,80,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:27:02.290Z,2023-01-15T11:24:44Z,3979273943,40,0,3979274581,144,27,3979273941,201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499445,838,18,2,80,31,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:27:33.248Z,2023-01-15T11:10:24Z,3978587711,55,839,3978587677,44,Midfielder,3978587679,59,20,3978587675,42,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499447,839,19,2,80,31,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:27:33.249Z,2023-01-15T11:10:24Z,3978587689,292,7,3978587691,293,5,3978587681,42,,3978587693,44,Midfielder,3978587687,59,27,3978587695,55,838,3978587685,145,7,,,,55uupregn272wdtpnundb8z1m,C. Offor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497631789,1741,43,2,80,33,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:27:34.413Z,2023-01-15T11:26:49Z,3979278699,140,36.1,3979278701,141,27.7,3979278703,212,0,3979278697,56,Back,3979278705,213,0,3979279191,144,1,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497630715,1498,28,2,80,35,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T21:27:36.365Z,2023-01-15T11:27:12Z,3979273005,55,1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497631129,1740,28,2,80,35,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:27:36.366Z,2023-01-15T11:27:14Z,3979275203,55,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497506379,983,68,2,80,40,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-14T21:27:41.365Z,2023-01-15T08:55:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500435,747,68,2,80,40,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-01-14T21:27:41.667Z,2023-01-15T08:55:32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499535,715,1,2,80,45,89xivtxk59uzvhdsd6miao6tm,1,8.5,41.5,2023-01-14T21:27:47.076Z,2023-01-15T10:48:10Z,3978588199,141,11.4,3978588197,140,25.9,3978588203,213,5.4,3979102263,178,,3978588195,56,Back,3978588201,212,27.4,,,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499541,716,1,2,80,49,89xivtxk59uzvhdsd6miao6tm,1,25.1,17,2023-01-14T21:27:51.179Z,2023-01-15T10:48:09Z,3978588233,1,,3978588229,212,43.9,3978588223,56,Center,3978588221,155,,3978588227,141,33.4,3978588231,213,0.3,3978588225,140,65.5,3979102347,178,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499551,717,1,2,80,51,89xivtxk59uzvhdsd6miao6tm,1,59.5,25.7,2023-01-14T21:27:52.938Z,2023-01-15T10:48:08Z,3978588291,141,23.6,3979102443,388,,3978588289,140,57.1,3978588287,56,Center,3978588293,212,2.9,3978588295,213,3.7,3978588285,3,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497604787,1561,83,2,80,53,547zzwqbiugzphhnrhj3z5k5i,1,43.6,77.6,2023-01-14T21:27:54.768Z,2023-01-15T10:48:07Z,3979140237,399,487656,,,,,,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499571,718,1,2,80,55,89xivtxk59uzvhdsd6miao6tm,1,53.3,31,2023-01-14T21:27:56.956Z,2023-01-15T10:48:06Z,3978588415,140,59.2,3978588421,213,1.4,3979102575,178,,3978588411,196,,3978588417,141,96.2,3978588419,212,44.8,3978588425,1,,3978588413,56,Left,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499581,719,1,2,80,58,89xivtxk59uzvhdsd6miao6tm,1,56.1,82.4,2023-01-14T21:28:00.044Z,2023-01-15T10:48:05Z,3978588481,140,77.4,3978588487,213,0.5,3978588483,141,98.4,3978588485,212,24.9,3978588479,56,Left,3979102649,178,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499611,722,1,2,81,0,89xivtxk59uzvhdsd6miao6tm,0,68.7,90,2023-01-14T21:28:01.571Z,2023-01-15T10:48:04Z,3978589151,286,,3978589135,236,,3978588663,213,0.4,3978588655,141,94.4,3978588653,140,76.4,3978588659,212,8.6,3979102739,178,,3978588651,56,Left,9pvc7e65cfgtuipfen5zt463t,M. Trésor,3978589139,233,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499579,840,74,2,81,0,547zzwqbiugzphhnrhj3z5k5i,1,27.7,12.4,2023-01-14T21:28:01.886Z,2023-01-15T10:48:04Z,3979102807,178,,3978588477,285,,3978589189,233,722,3978588475,56,Back,,,,,,,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499583,720,3,2,81,1,89xivtxk59uzvhdsd6miao6tm,0,73.7,94.4,2023-01-14T21:28:02.869Z,2023-01-19T19:01:27Z,3978588557,233,841,3984927763,464,,3978588493,286,,3979102919,178,,3978588491,56,Left,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499591,841,7,2,81,1,547zzwqbiugzphhnrhj3z5k5i,1,26.3,5.6,2023-01-14T21:28:02.996Z,2023-01-15T10:40:36Z,3978588539,285,,3978588537,56,Back,3978985307,385,,3978588553,233,720,3978588535,167,,3979102977,178,,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499605,721,5,2,81,2,89xivtxk59uzvhdsd6miao6tm,1,72.2,101.6,2023-01-14T21:28:04.146Z,2023-01-15T08:56:40Z,3978588613,233,842,3978588607,56,Left,3978588609,347,,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499597,842,5,2,81,2,547zzwqbiugzphhnrhj3z5k5i,0,27.8,-1.6,2023-01-14T21:28:04.146Z,2023-01-15T08:56:41Z,3978588575,347,,3978588617,233,721,3978588573,56,Back,,,,,,,,,,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499657,723,1,2,81,11,89xivtxk59uzvhdsd6miao6tm,1,71.2,100,2023-01-14T21:28:13.215Z,2023-01-15T10:48:03Z,3978588907,56,Left,3978588909,140,77.8,3978588915,213,5.1,3978588905,107,,3978588913,212,16.7,3978588911,141,79.0,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499663,724,61,2,81,13,89xivtxk59uzvhdsd6miao6tm,0,73.9,82.5,2023-01-14T21:28:14.634Z,2023-01-15T10:48:03Z,3978588929,56,Left,3979103211,178,,,,,,,,,,,,,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499659,843,49,2,81,14,547zzwqbiugzphhnrhj3z5k5i,1,27.7,24.9,2023-01-14T21:28:15.695Z,2023-01-15T10:48:02Z,,,,,,,,,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499683,844,1,2,81,14,547zzwqbiugzphhnrhj3z5k5i,1,27.7,24.9,2023-01-14T21:28:15.752Z,2023-01-15T10:48:02Z,3978589005,140,20.4,3978589007,141,18.5,3979103325,178,,3978589011,213,3.7,3978589003,56,Back,3978589009,212,8.8,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499715,845,1,2,81,16,547zzwqbiugzphhnrhj3z5k5i,1,20.1,17.2,2023-01-14T21:28:17.372Z,2023-01-15T10:48:01Z,3978589185,213,2.4,3978589179,140,4.2,3979103389,178,,3978589177,56,Back,3978589181,141,40.9,3978589183,212,23.2,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499727,846,1,2,81,19,547zzwqbiugzphhnrhj3z5k5i,1,5.7,45.8,2023-01-14T21:28:20.804Z,2023-01-15T10:48:00Z,3978589257,212,23.0,3979103479,178,,3978589251,56,Back,3978589253,140,15.6,3978589259,213,1.1,3978589255,141,76.0,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499743,847,1,2,81,22,547zzwqbiugzphhnrhj3z5k5i,0,15.6,79.7,2023-01-14T21:28:23.846Z,2023-01-15T10:48:00Z,3979103581,178,,3978589335,56,Back,3978589447,236,,3978589337,140,20.7,3978589341,212,5.4,3978589343,213,6.3,3978589339,141,79.6,3978589449,233,725,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,3978589453,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499759,725,74,2,81,22,89xivtxk59uzvhdsd6miao6tm,1,81.3,21.4,2023-01-14T21:28:23.938Z,2023-01-15T10:47:59Z,3978589417,285,,3979103663,178,,3978589415,56,Center,3978589461,233,847,,,,,,,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499765,726,5,2,81,25,89xivtxk59uzvhdsd6miao6tm,0,74.1,-2,2023-01-14T21:28:26.565Z,2023-01-15T08:57:39Z,3978589641,233,848,3978589469,347,,3978589467,56,Right,,,,,,,,,,,,,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499795,848,5,2,81,25,547zzwqbiugzphhnrhj3z5k5i,1,25.9,102,2023-01-14T21:28:26.565Z,2023-01-15T08:57:39Z,3978589623,347,,3978589621,56,Back,3978589637,233,726,,,,,,,,,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499805,849,1,2,81,33,547zzwqbiugzphhnrhj3z5k5i,0,29.9,100,2023-01-14T21:28:35.295Z,2023-01-15T10:47:59Z,3978589671,107,,3978589675,140,41.9,3978589677,141,91.5,3978589679,212,14.5,3978589673,56,Back,3978589681,213,5.8,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499821,727,49,2,81,35,89xivtxk59uzvhdsd6miao6tm,1,52.8,5.3,2023-01-14T21:28:36.929Z,2023-01-15T10:47:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499857,728,1,2,81,37,89xivtxk59uzvhdsd6miao6tm,1,55.1,1.4,2023-01-14T21:28:38.765Z,2023-01-15T10:47:57Z,3979104077,178,,3978589995,212,25.2,3978589993,141,13.1,3978589989,56,Right,3978589991,140,77.9,3978589997,213,0.3,,,,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499861,729,4,2,81,40,89xivtxk59uzvhdsd6miao6tm,1,68.7,10.8,2023-01-14T21:28:41.735Z,2023-01-15T10:47:56Z,3978590013,13,,3978590019,265,,3978590017,152,,3978590027,233,850,3978590021,286,,3978590015,56,Right,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499847,850,4,2,81,40,547zzwqbiugzphhnrhj3z5k5i,0,31.3,89.2,2023-01-14T21:28:41.736Z,2023-01-15T10:47:56Z,3978589953,265,,3978590035,233,729,3978589951,152,,3979104269,178,,3978589949,56,Back,3978589947,13,,3978589955,285,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497499999,730,1,2,82,15,89xivtxk59uzvhdsd6miao6tm,0,72.6,10.8,2023-01-14T21:29:17.001Z,2023-01-15T10:47:55Z,3978590735,5,,3978590745,141,46.9,3978986257,20,,3979104341,178,,3978590751,1,,3978986255,224,,3978590749,213,0.8,3978590733,2,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,3978590739,152,,,3978590743,140,3978590741,56,3978590737,155,Center,3978590747,212,,,,,,,,,,,,,,,,,,,,,93.2,32.7,
2497500005,851,12,2,82,17,547zzwqbiugzphhnrhj3z5k5i,1,7.2,54.1,2023-01-14T21:29:18.444Z,2023-01-15T10:47:55Z,3978590775,212,28.2,3978590779,15,,3979104397,388,,3978590773,141,12.8,3978590769,56,Back,3978590771,140,4.6,3978590777,213,4.6,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500011,852,49,2,82,20,547zzwqbiugzphhnrhj3z5k5i,1,0.4,19.2,2023-01-14T21:29:22.345Z,2023-01-15T10:47:55Z,,,,,,,,,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500045,853,1,2,82,24,547zzwqbiugzphhnrhj3z5k5i,0,9.7,2.4,2023-01-14T21:29:25.394Z,2023-01-15T10:47:53Z,3979104555,178,,3978590965,140,54.4,3978590973,1,,3978590967,141,5.3,3978590963,56,Right,3978590969,212,47.0,3978590971,213,0.0,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500049,731,49,2,82,27,89xivtxk59uzvhdsd6miao6tm,1,47.9,99,2023-01-14T21:29:29.162Z,2023-01-15T10:47:53Z,,,,,,,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500055,732,61,2,82,28,89xivtxk59uzvhdsd6miao6tm,0,43.8,98.7,2023-01-14T21:29:30.086Z,2023-01-15T10:47:52Z,3979104769,178,,3978591027,56,Back,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500059,733,5,2,82,29,89xivtxk59uzvhdsd6miao6tm,0,47.4,102,2023-01-14T21:29:31.110Z,2023-01-15T08:59:17Z,3978591049,56,Back,3978591073,233,854,3978591051,347,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500063,854,5,2,82,29,547zzwqbiugzphhnrhj3z5k5i,1,52.6,-2,2023-01-14T21:29:31.110Z,2023-01-15T08:59:17Z,3978591069,233,733,3978591065,56,Right,3978591067,347,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500091,855,1,2,82,32,547zzwqbiugzphhnrhj3z5k5i,1,54,0,2023-01-14T21:29:33.590Z,2023-01-15T10:47:51Z,3978591189,107,,3978591191,56,Center,3978591197,212,20.8,3978591199,213,1.3,3978591193,140,59.4,3978591195,141,27.4,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500089,734,45,2,82,36,89xivtxk59uzvhdsd6miao6tm,0,39.1,60.6,2023-01-14T21:29:37.947Z,2023-01-15T10:47:50Z,3978591257,233,856,3978591181,285,,3978591179,56,Back,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500101,856,3,2,82,36,547zzwqbiugzphhnrhj3z5k5i,1,60.9,39.4,2023-01-14T21:29:37.947Z,2023-01-19T19:01:43Z,3979105105,178,,3984928105,464,,3978591237,286,,3978591253,233,734,3978591235,56,Center,,,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500107,857,1,2,82,38,547zzwqbiugzphhnrhj3z5k5i,0,58.4,38.8,2023-01-14T21:29:40.066Z,2023-01-15T10:47:49Z,3978591261,56,Center,3978591267,212,9.3,3978591269,213,5.2,3978591263,140,62.9,3978591265,141,27.1,3979105277,178,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500097,735,8,2,82,39,89xivtxk59uzvhdsd6miao6tm,1,36.9,68.3,2023-01-14T21:29:41.008Z,2023-01-15T10:47:48Z,3979105535,178,,3978591221,56,Back,3978986673,383,,,,,,,,,,,,,,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500105,736,49,2,82,41,89xivtxk59uzvhdsd6miao6tm,1,37.9,62.1,2023-01-14T21:29:42.386Z,2023-01-15T10:47:48Z,,,,,,,,,,,,,,,,,,,,,,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500129,737,1,2,82,41,89xivtxk59uzvhdsd6miao6tm,1,39.5,62.1,2023-01-14T21:29:43.140Z,2023-01-15T10:47:47Z,3978591379,141,75.7,3978591377,140,37.5,3978591381,212,9.5,3979105955,178,,3978591375,56,Back,3978591383,213,1.8,,,,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500155,738,1,2,82,45,89xivtxk59uzvhdsd6miao6tm,1,45.9,80.3,2023-01-14T21:29:46.674Z,2023-01-15T10:47:45Z,3978591535,1,,3978591525,56,Left,3978591529,141,84.5,3978591533,213,0.1,3979106155,178,,3978591523,155,,3978591527,140,93.1,3978591531,212,49.6,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500157,739,50,2,82,56,89xivtxk59uzvhdsd6miao6tm,1,93.5,98.8,2023-01-14T21:29:58.357Z,2023-01-15T10:47:42Z,3978591541,286,,3978591599,233,858,3978591539,56,Left,,,,,,,,,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497500167,858,7,2,82,57,547zzwqbiugzphhnrhj3z5k5i,0,6.5,1.2,2023-01-14T21:29:58.731Z,2023-01-15T10:47:42Z,3978591593,285,,3978591595,233,739,3979106399,389,,3978987167,385,,3978591591,56,Back,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
