id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value
2498671183,662,1,2,79,33,ebcxfnmnxrxvv6lcjsahgd38j,1,81.8,88.7,2023-01-19T16:41:21.168Z,2023-01-21T12:16:31Z,3984747931,56,Left,3984747937,212,8.0,3984747939,213,3.7,3984747935,141,82.6,3984747933,140,75.3,3986871959,178,,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671189,663,1,2,79,34,ebcxfnmnxrxvv6lcjsahgd38j,1,75.3,82.6,2023-01-19T16:41:22.656Z,2023-01-21T12:16:35Z,3984747979,140,81.6,3984747981,141,93.1,3984747977,56,Left,3984747983,212,9.7,3984747985,213,0.8,3986872067,178,,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671197,664,1,2,79,38,ebcxfnmnxrxvv6lcjsahgd38j,1,81.8,92.4,2023-01-19T16:41:26.400Z,2023-01-21T12:16:38Z,3984748011,213,3.4,3984748007,141,89.0,3984748003,56,Left,3984748005,140,71.9,3984748009,212,10.6,3986872125,178,,,,,,,,576sxo24s5ktc0t9chfh9v4d1,Abdullah Al Shamekh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671199,665,50,2,79,40,ebcxfnmnxrxvv6lcjsahgd38j,1,72.3,84.2,2023-01-19T16:41:28.202Z,2023-01-24T10:40:21Z,3984748065,233,814,3984748015,56,Left,3984748017,286,,,,,,,,,,,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671207,814,7,2,79,40,2kzl64gp8x37bon8tyxojqrr1,0,27.7,15.8,2023-01-19T16:41:28.447Z,2023-01-24T10:40:16Z,3986872273,178,,3984748049,285,,3985645009,383,,3984748055,233,665,3984748047,56,Back,,,,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671203,666,61,2,79,41,ebcxfnmnxrxvv6lcjsahgd38j,1,73.9,87.5,2023-01-19T16:41:28.738Z,2023-01-24T10:40:32Z,3986872403,178,,3984748033,56,Left,,,,,,,,,,,,,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671211,815,49,2,79,41,2kzl64gp8x37bon8tyxojqrr1,1,26.8,18.3,2023-01-19T16:41:29.110Z,2023-01-24T10:40:43Z,,,,,,,,,,,,,,,,,,,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671219,816,1,2,79,43,2kzl64gp8x37bon8tyxojqrr1,1,27.4,18.3,2023-01-19T16:41:30.726Z,2023-01-21T12:17:14Z,3984748103,140,16.3,3984748105,141,24.0,3984748109,213,2.8,3986872837,178,,3984748101,56,Back,3984748107,212,12.3,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671225,817,1,2,79,44,2kzl64gp8x37bon8tyxojqrr1,1,17,24,2023-01-19T16:41:32.264Z,2023-01-21T12:17:19Z,3984748141,140,9.9,3984748147,213,2.4,3984748143,141,33.3,3984748139,56,Back,3986873005,178,,3984748145,212,9.8,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671249,818,1,2,79,45,2kzl64gp8x37bon8tyxojqrr1,1,10.1,33.3,2023-01-19T16:41:33.473Z,2023-01-21T12:17:40Z,3984748281,56,Back,3986873293,178,,3984748287,212,19.1,3984748283,140,13.9,3984748289,213,4.9,3984748285,141,5.9,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671257,819,1,2,79,51,2kzl64gp8x37bon8tyxojqrr1,1,17.7,6.4,2023-01-19T16:41:39.591Z,2023-01-21T12:17:47Z,3986873487,178,,3984748337,140,20.8,3984748341,212,5.2,3984748343,213,0.9,3984748335,56,Back,3984748339,141,12.3,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671265,820,1,2,79,52,2kzl64gp8x37bon8tyxojqrr1,1,20.8,12.3,2023-01-19T16:41:40.423Z,2023-01-21T12:17:51Z,3984748375,213,3.9,3984748367,56,Back,3984748373,212,7.2,3986873583,178,,3984748371,141,5.3,3984748369,140,15.7,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671271,821,1,2,79,55,2kzl64gp8x37bon8tyxojqrr1,1,18.7,5.3,2023-01-19T16:41:43.153Z,2023-01-21T12:17:56Z,3984748397,212,17.1,3984748391,56,Back,3986873815,178,,3984748395,141,28.8,3984748399,213,1.2,3984748393,140,24.5,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671287,822,1,2,79,58,2kzl64gp8x37bon8tyxojqrr1,1,25.3,30.6,2023-01-19T16:41:45.849Z,2023-01-21T12:17:59Z,3984748477,140,8.8,3986873921,178,,3984748483,213,2.7,3984748481,212,19.2,3984748479,141,42.7,3984748475,56,Back,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671305,823,1,2,80,1,2kzl64gp8x37bon8tyxojqrr1,1,9.6,43.1,2023-01-19T16:41:48.808Z,2023-01-21T12:18:05Z,3986874087,178,,3984748603,213,1.6,3984748599,141,69.9,3984748595,56,Back,3984748601,212,18.2,3984748597,140,9.6,,,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671323,824,1,2,80,3,2kzl64gp8x37bon8tyxojqrr1,1,9.6,70.2,2023-01-19T16:41:51.476Z,2023-01-21T12:18:13Z,3986874267,178,,3984748691,213,0.7,3984748687,141,91.2,3984748683,56,Back,3984748689,212,22.0,3984748685,140,25.5,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671747,856,1,2,80,5,2kzl64gp8x37bon8tyxojqrr1,0,33.3,86.3,2023-01-19T16:41:53.628Z,2023-01-21T12:18:25Z,3984751235,233,667,3984751239,286,,3984751141,56,Back,3984751147,212,4.1,3984751233,236,,3986874609,178,,3984751143,140,37.2,3984751149,213,6.3,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,3984751145,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671319,667,74,2,80,5,ebcxfnmnxrxvv6lcjsahgd38j,1,68.9,7.4,2023-01-19T16:41:53.650Z,2023-01-21T12:18:29Z,3984751241,233,856,3984749543,285,,3986874699,178,,3984748677,56,Right,,,,,,,,,,,,,azjpcg32pigro8iunnll88wyd,Ali Al Zaqan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671325,668,5,2,80,6,ebcxfnmnxrxvv6lcjsahgd38j,0,73.1,-1.6,2023-01-19T16:41:54.560Z,2023-01-21T12:18:33Z,3984748693,56,Right,3984748695,347,,3984748745,233,825,,,,,,,,,,,,,,,,azjpcg32pigro8iunnll88wyd,Ali Al Zaqan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671333,825,5,2,80,6,2kzl64gp8x37bon8tyxojqrr1,1,26.9,101.6,2023-01-19T16:41:54.560Z,2023-01-21T12:18:33Z,3984748737,233,668,3984748731,347,,3984748729,56,Back,,,,,,,,,,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671403,826,1,2,80,18,2kzl64gp8x37bon8tyxojqrr1,1,20.4,100,2023-01-19T16:42:06.498Z,2023-01-21T12:18:51Z,3984752927,189,,3984749123,140,20.7,3984749129,213,4.7,3984749125,141,71.1,3984749119,107,,3984749127,212,20.2,3984749121,56,Back,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671415,827,1,2,80,25,2kzl64gp8x37bon8tyxojqrr1,1,9.4,53.7,2023-01-19T16:42:13.720Z,2023-01-21T12:19:01Z,3984749163,140,11.8,3984749165,141,29.7,3984749169,213,4.9,3986875583,178,,3984749161,56,Back,3984749167,212,16.5,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671421,828,1,2,80,28,2kzl64gp8x37bon8tyxojqrr1,1,12,28.5,2023-01-19T16:42:16.492Z,2023-01-21T12:19:05Z,3984749203,140,26.9,3986875683,178,,3984749213,213,6.1,3984749211,212,16.0,3984749201,56,Back,3984749207,141,23.9,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671431,829,1,2,80,30,2kzl64gp8x37bon8tyxojqrr1,1,27.2,23.7,2023-01-19T16:42:18.529Z,2023-01-21T12:19:09Z,3984749273,140,31.1,3984749275,141,3.5,3984749279,213,5.0,3986875743,178,,3984749277,212,14.3,3984749271,56,Back,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671441,830,1,2,80,32,2kzl64gp8x37bon8tyxojqrr1,1,31.1,3.5,2023-01-19T16:42:20.546Z,2023-01-21T12:19:14Z,3984749357,213,1.7,3984749347,56,Back,3984749351,140,29.8,3986875831,178,,3984749353,141,20.6,3984749355,212,11.7,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671451,831,1,2,80,34,2kzl64gp8x37bon8tyxojqrr1,1,30.1,20.9,2023-01-19T16:42:22.378Z,2023-01-21T12:19:22Z,3984749433,56,Back,3984749439,212,9.7,3984749435,140,30.1,3984749441,213,1.6,3984749437,141,35.1,3986875993,178,,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671453,832,1,2,80,38,2kzl64gp8x37bon8tyxojqrr1,1,35,35.4,2023-01-19T16:42:26.155Z,2023-01-21T12:19:27Z,3984749457,140,34.5,3984749463,213,4.6,3984749455,56,Back,3984749459,141,27.9,3984749461,212,5.1,3986876127,178,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671481,833,1,2,80,40,2kzl64gp8x37bon8tyxojqrr1,1,34.3,27.9,2023-01-19T16:42:28.347Z,2023-01-21T12:19:30Z,3984749601,141,61.2,3984749605,213,1.7,3984749597,56,Back,3986876183,178,,3984749603,212,23.0,3984749599,140,30.6,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671493,834,1,2,80,47,2kzl64gp8x37bon8tyxojqrr1,1,43.1,54.3,2023-01-19T16:42:35.533Z,2023-01-21T12:19:38Z,3984749697,140,44.5,3984749703,213,4.8,3984749699,141,33.9,3986876341,178,,3984749695,56,Back,3984749701,212,13.9,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671501,835,1,2,80,48,2kzl64gp8x37bon8tyxojqrr1,1,43.5,32.7,2023-01-19T16:42:36.536Z,2023-01-21T12:19:45Z,3984749757,213,4.2,3984749751,140,35.1,3986876481,178,,3984749755,212,16.6,3984749749,56,Back,3984749753,141,12.0,,,,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671509,836,1,2,80,53,2kzl64gp8x37bon8tyxojqrr1,1,35.6,10.9,2023-01-19T16:42:41.482Z,2023-01-21T12:19:51Z,3984749803,140,41.9,3986876643,178,,3984749807,212,8.3,3984749801,56,Back,3984749809,213,0.7,3984749805,141,18.3,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671513,837,1,2,80,54,2kzl64gp8x37bon8tyxojqrr1,1,42.1,18.3,2023-01-19T16:42:42.355Z,2023-01-21T12:19:55Z,3984749833,212,10.7,3984749829,140,34.7,3984749835,213,3.9,3986876669,178,,3984749827,56,Back,3984749831,141,7.4,,,,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671519,838,1,2,80,56,2kzl64gp8x37bon8tyxojqrr1,1,35.3,7.4,2023-01-19T16:42:43.730Z,2023-01-21T12:19:58Z,3984749857,213,1.7,3984749851,140,33.5,3984749855,212,13.1,3984749849,56,Back,3986876733,178,,3984749853,141,26.4,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671529,839,1,2,80,58,2kzl64gp8x37bon8tyxojqrr1,1,33.5,26.5,2023-01-19T16:42:45.725Z,2023-01-21T12:20:03Z,3984749927,140,37.7,3984749931,212,23.6,3984749925,56,Back,3984749933,213,1.4,3984749929,141,60.6,3986876855,178,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671541,840,1,2,81,1,2kzl64gp8x37bon8tyxojqrr1,1,37.7,60.6,2023-01-19T16:42:48.780Z,2023-01-21T12:20:08Z,3986876953,178,,3984749991,141,61.5,3984749987,56,Back,3984749993,212,8.5,3984749989,140,29.6,3984749995,213,3.1,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671547,841,1,2,81,3,2kzl64gp8x37bon8tyxojqrr1,1,29.6,61.5,2023-01-19T16:42:51.516Z,2023-01-21T12:20:13Z,3986877071,178,,3984750017,56,Center,3984750025,213,5.6,3984750023,212,33.6,3984750021,141,28.9,3984750027,1,,3984750019,140,53.7,3984750015,155,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671553,842,1,2,81,5,2kzl64gp8x37bon8tyxojqrr1,1,53.8,29.1,2023-01-19T16:42:53.396Z,2023-01-21T12:20:18Z,3986877243,388,,3984750059,140,37.8,3984750055,3,,3984750061,141,13.2,3985647983,156,,3984750063,212,20.0,3984750065,213,3.7,3984750057,56,Back,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671581,843,1,2,81,9,2kzl64gp8x37bon8tyxojqrr1,1,35.6,18.5,2023-01-19T16:42:57.260Z,2023-01-21T12:20:22Z,3984750207,56,Right,3986877341,178,,3984750211,141,3.2,3984750209,140,53.1,3984750213,212,21.1,3984750215,213,5.8,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671589,844,1,2,81,13,2kzl64gp8x37bon8tyxojqrr1,1,55.4,3.4,2023-01-19T16:43:00.730Z,2023-01-21T12:20:30Z,3984750263,140,44.7,3986877473,178,,3984750269,213,2.6,3984750265,141,12.5,3984750261,56,Back,3984750267,212,12.8,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671595,845,1,2,81,14,2kzl64gp8x37bon8tyxojqrr1,1,44.6,12.5,2023-01-19T16:43:02.572Z,2023-01-21T12:20:36Z,3984750289,212,6.5,3984750285,140,46.4,3986877611,178,,3984750283,56,Back,3984750287,141,21.6,3984750291,213,1.3,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671607,846,1,2,81,17,2kzl64gp8x37bon8tyxojqrr1,1,45.9,21.8,2023-01-19T16:43:05.620Z,2023-01-21T12:20:38Z,3984750337,213,4.4,3984750331,140,44.1,3986877665,178,,3984750333,141,13.7,3984750329,56,Back,3984750335,212,5.8,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671615,847,1,2,81,19,2kzl64gp8x37bon8tyxojqrr1,1,45,10.9,2023-01-19T16:43:07.708Z,2023-01-21T12:20:43Z,3986877781,178,,3984750373,141,3.1,3984750375,212,9.7,3984750377,213,5.7,3984750371,140,52.7,3984750369,56,Right,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671627,848,1,2,81,20,2kzl64gp8x37bon8tyxojqrr1,1,52.8,3.2,2023-01-19T16:43:08.506Z,2023-01-21T12:20:59Z,3986877957,178,,3984750463,140,44.6,3984750465,141,11.9,3984750469,213,2.5,3984750467,212,10.4,3984750461,56,Back,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671643,849,1,2,81,22,2kzl64gp8x37bon8tyxojqrr1,1,44.6,12,2023-01-19T16:43:10.644Z,2023-01-21T12:21:03Z,3984750567,141,24.9,3984750563,56,Back,3986878047,178,,3984750577,213,2.1,3984750571,212,10.3,3984750565,140,39.4,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671673,850,1,2,81,25,2kzl64gp8x37bon8tyxojqrr1,1,40.7,28.2,2023-01-19T16:43:13.086Z,2023-01-21T12:21:06Z,3984750751,213,1.6,3984750741,155,,3984750747,141,78.5,3986878121,178,,3984750749,212,34.2,3984750745,140,39.3,3984750743,56,Back,3984750753,1,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671701,851,1,2,81,30,2kzl64gp8x37bon8tyxojqrr1,1,37.2,77.2,2023-01-19T16:43:18.044Z,2023-01-21T12:21:09Z,3984750865,56,Back,3984750871,212,19.0,3984750869,141,49.3,3984750867,140,36.9,3986878171,178,,3984750873,213,4.7,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671709,852,1,2,81,35,2kzl64gp8x37bon8tyxojqrr1,1,38.9,67.6,2023-01-19T16:43:23.101Z,2023-01-21T12:21:11Z,3984750921,213,2.4,3986878341,178,,3984750919,212,23.7,3984750915,140,22.8,3984750913,56,Back,3984750917,141,92.1,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671725,853,1,2,81,38,2kzl64gp8x37bon8tyxojqrr1,1,22.9,92.3,2023-01-19T16:43:26.630Z,2023-01-21T12:21:15Z,3986878407,178,,3984751003,140,8.5,3984751005,141,67.8,3984751009,213,4.0,3984751001,56,Back,3984751007,212,22.5,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671733,854,1,2,81,42,2kzl64gp8x37bon8tyxojqrr1,1,8.8,67.2,2023-01-19T16:43:30.513Z,2023-01-21T12:21:18Z,3984751057,56,Back,3986878473,178,,3984751065,213,1.4,3984751063,212,13.3,3984751059,140,10.5,3984751061,141,86.6,,,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671737,855,1,2,81,44,2kzl64gp8x37bon8tyxojqrr1,0,10.6,86.3,2023-01-19T16:43:32.052Z,2023-01-21T12:21:20Z,3984751087,141,81.1,3984751091,213,6.1,3984751081,157,,3984751089,212,25.8,3984751085,140,34.9,3986878481,178,,3984751083,56,Back,3984751093,1,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671745,669,49,2,81,45,ebcxfnmnxrxvv6lcjsahgd38j,1,64.5,12.5,2023-01-19T16:43:33.279Z,2023-01-21T12:21:25Z,,,,,,,,,,,,,,,,,,,,,,,,,dozljiegaplgkxwywguqomeei,Saud Zaydan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671759,670,1,2,81,48,ebcxfnmnxrxvv6lcjsahgd38j,1,61.5,7.6,2023-01-19T16:43:36.315Z,2023-01-21T12:21:32Z,3984751211,140,55.5,3986878611,178,,3984751217,213,3.2,3984751215,212,6.3,3984751209,56,Right,3984751213,141,7.4,,,,,,,dozljiegaplgkxwywguqomeei,Saud Zaydan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671761,671,1,2,81,51,ebcxfnmnxrxvv6lcjsahgd38j,0,56.7,5.2,2023-01-19T16:43:38.756Z,2023-01-21T12:21:36Z,3984751231,213,6.0,3984751369,233,857,3984751227,141,3.9,3984751223,56,Right,3984751367,236,,3984751229,212,2.8,3986878637,178,,3984751373,286,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,3984751225,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671779,857,74,2,81,51,2kzl64gp8x37bon8tyxojqrr1,1,45.8,97.4,2023-01-19T16:43:38.786Z,2023-01-21T12:21:44Z,3984751375,233,671,3984751361,56,Back,3984751363,285,,3986878767,178,,,,,,,,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671823,672,5,2,81,52,ebcxfnmnxrxvv6lcjsahgd38j,1,61.8,-2,2023-01-19T16:43:40.341Z,2023-01-21T12:21:47Z,3984751543,347,,3984751553,233,858,3984751539,56,Right,,,,,,,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671781,858,5,2,81,52,2kzl64gp8x37bon8tyxojqrr1,0,38.2,102,2023-01-19T16:43:40.341Z,2023-01-21T12:21:47Z,3984751381,347,,3984751379,56,Back,3984751557,233,672,,,,,,,,,,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671829,673,1,2,82,2,ebcxfnmnxrxvv6lcjsahgd38j,1,62.6,0,2023-01-19T16:43:50.090Z,2023-01-21T12:21:50Z,3984751593,140,69.9,3984751599,213,0.8,3984751595,141,10.5,3984751589,107,,3984751591,56,Right,3984751597,212,11.4,,,,,,,azjpcg32pigro8iunnll88wyd,Ali Al Zaqan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671833,674,50,2,82,3,ebcxfnmnxrxvv6lcjsahgd38j,1,67.4,10.8,2023-01-19T16:43:51.061Z,2023-01-21T12:21:56Z,3984751701,233,859,3984751621,56,Right,3984751623,286,,,,,,,,,,,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671847,859,7,2,82,3,2kzl64gp8x37bon8tyxojqrr1,1,32.6,89.2,2023-01-19T16:43:51.407Z,2023-01-21T12:22:00Z,3984751679,56,Back,3984751683,233,674,3986879051,178,,3984751681,285,,3985653447,384,,,,,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671849,860,49,2,82,5,2kzl64gp8x37bon8tyxojqrr1,1,34,83.8,2023-01-19T16:43:52.724Z,2023-01-21T12:22:06Z,,,,,,,,,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671855,861,1,2,82,5,2kzl64gp8x37bon8tyxojqrr1,1,31.2,80.6,2023-01-19T16:43:53.124Z,2023-01-21T12:22:11Z,3984751721,140,31.3,3984751719,56,Back,3984751727,213,4.7,3986879385,178,,3984751725,212,9.3,3984751723,141,66.9,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671861,862,1,2,82,7,2kzl64gp8x37bon8tyxojqrr1,1,31.3,66.9,2023-01-19T16:43:54.760Z,2023-01-21T12:22:16Z,3984751749,212,20.7,3984751745,140,24.5,3986879465,178,,3984751743,56,Back,3984751751,213,4.4,3984751747,141,38.3,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498671873,863,1,2,82,9,2kzl64gp8x37bon8tyxojqrr1,1,23.6,37.9,2023-01-19T16:43:57.047Z,2023-01-21T12:22:18Z,3984751813,213,2.2,3986879501,178,,3984751809,141,50.6,3984751805,56,Back,3984751811,212,10.5,3984751807,140,17.9,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
